gene	count
hsa-miR-550a-3p	1
hsa-miR-598-3p	1
hsa-miR-615-3p	2
hsa-miR-627-5p	13
hsa-miR-629-5p	15
hsa-miR-33b-5p	14
hsa-miR-636	5
hsa-miR-652-3p	10
hsa-miR-653-3p	1
hsa-miR-654-3p	1
hsa-miR-660-5p	7
hsa-miR-421	3
hsa-miR-542-5p	1
hsa-miR-758-3p	2
hsa-miR-671-5p	4
hsa-miR-320b	13
hsa-miR-320c	2
hsa-miR-1296-5p	2
hsa-miR-1468-5p	2
hsa-miR-1301-3p	3
hsa-miR-769-5p	70
hsa-miR-769-3p	6
hsa-miR-378d	2
hsa-miR-874-3p	10
hsa-miR-147b-3p	1
hsa-miR-190b-5p	2
hsa-miR-744-5p	63
hsa-miR-887-3p	3
hsa-miR-208b-3p	4
hsa-miR-935	2
hsa-miR-939-5p	3
hsa-miR-941	9
hsa-miR-942-5p	2
hsa-miR-1180-3p	62
hsa-miR-1228-5p	9
hsa-miR-1237-3p	2
hsa-miR-548e-5p	1
hsa-miR-548j-5p	1
hsa-miR-1285-3p	1
hsa-miR-1287-5p	7
hsa-miR-1294	2
hsa-miR-1299	16
hsa-miR-1303	1
hsa-miR-1247-5p	6
hsa-miR-1250-5p	3
hsa-miR-1284	1
hsa-miR-1292-5p	1
hsa-miR-1255b-5p	4
hsa-miR-664a-5p	2
hsa-miR-1306-5p	10
hsa-miR-1307-5p	13
hsa-miR-1307-3p	139
hsa-miR-320d	6
hsa-miR-1908-5p	22
hsa-miR-1976	6
hsa-miR-2110	31
hsa-miR-2115-5p	1
hsa-miR-3127-5p	1
hsa-miR-3150a-3p	2
hsa-miR-3158-3p	18
hsa-miR-3173-5p	1
hsa-miR-3187-3p	2
hsa-miR-3194-3p	1
hsa-miR-378c	7
hsa-miR-2355-3p	4
hsa-miR-3611	1
hsa-miR-3613-5p	3
hsa-miR-3613-3p	2
hsa-miR-3614-5p	1
hsa-miR-3615	62
hsa-miR-3620-3p	1
hsa-miR-3667-5p	3
hsa-miR-3913-5p	2
hsa-miR-3913-3p	2
hsa-miR-3150b-3p	1
hsa-miR-378i	6
hsa-miR-4632-5p	1
hsa-miR-4677-3p	1
