gene	count
hsa-miR-598-3p	3
hsa-miR-625-3p	38
hsa-miR-628-5p	3
hsa-miR-628-3p	1
hsa-miR-629-5p	57
hsa-miR-33b-5p	1
hsa-miR-636	1
hsa-miR-642a-3p	3
hsa-miR-651-5p	5
hsa-miR-652-3p	10
hsa-miR-411-5p	1
hsa-miR-660-5p	33
hsa-miR-421	8
hsa-miR-542-5p	1
hsa-miR-671-5p	1
hsa-miR-671-3p	1
hsa-miR-1224-5p	2
hsa-miR-320b	6
hsa-miR-454-5p	1
hsa-miR-454-3p	68
hsa-miR-769-5p	4
hsa-miR-769-3p	1
hsa-miR-766-5p	1
hsa-miR-1185-1-3p	2
hsa-miR-450b-5p	8
hsa-miR-874-5p	1
hsa-miR-874-3p	7
hsa-miR-889-3p	1
hsa-miR-190b-5p	17
hsa-miR-744-5p	38
hsa-miR-885-3p	3
hsa-miR-374b-5p	1
hsa-miR-941	23
hsa-miR-942-5p	17
hsa-miR-1180-3p	37
hsa-miR-548j-5p	2
hsa-miR-1287-5p	8
hsa-miR-1290	2
hsa-miR-548k	1
hsa-miR-1294	7
hsa-miR-1299	13
hsa-miR-1246	5
hsa-miR-1277-5p	5
hsa-miR-1255b-5p	27
hsa-miR-664a-5p	26
hsa-miR-664a-3p	1
hsa-miR-1306-5p	12
hsa-miR-1307-5p	1
hsa-miR-1307-3p	35
hsa-miR-1538	1
hsa-miR-1908-5p	6
hsa-miR-2110	17
hsa-miR-548q	5
hsa-miR-3115	1
hsa-miR-3127-5p	3
hsa-miR-3131	1
hsa-miR-3158-3p	9
hsa-miR-3164	3
hsa-miR-3173-5p	1
hsa-miR-3177-3p	2
hsa-miR-3065-5p	2
hsa-miR-3065-3p	4
hsa-miR-3187-3p	1
hsa-miR-3200-3p	2
hsa-miR-2355-3p	1
hsa-miR-3605-5p	1
hsa-miR-3605-3p	2
hsa-miR-3613-5p	98
hsa-miR-3615	33
hsa-miR-3661	1
hsa-miR-3667-5p	3
hsa-miR-3679-5p	1
hsa-miR-3683	1
hsa-miR-3688-3p	2
hsa-miR-3913-5p	1
hsa-miR-3934-5p	2
hsa-miR-3942-5p	2
hsa-miR-4429	3
hsa-miR-4446-3p	1
hsa-miR-378i	1
hsa-miR-4669	4
hsa-miR-4672	2
hsa-miR-4685-3p	1
hsa-miR-1343-3p	1
