gene	count
hsa-miR-425-5p	2542
hsa-miR-425-3p	51
hsa-miR-18b-5p	9
hsa-miR-18b-3p	6
hsa-miR-20b-5p	137
hsa-miR-450a-5p	1
hsa-miR-431-5p	11
hsa-miR-451a	13040
hsa-miR-409-5p	3
hsa-miR-409-3p	19
hsa-miR-376b-3p	1
hsa-miR-483-5p	162
hsa-miR-483-3p	5
hsa-miR-484	718
hsa-miR-485-5p	4
hsa-miR-485-3p	6
hsa-miR-486-5p	47516
hsa-miR-486-3p	47
hsa-miR-491-5p	40
hsa-miR-146b-5p	42
hsa-miR-146b-3p	9
hsa-miR-493-3p	1
hsa-miR-432-5p	4
hsa-miR-494-3p	2
hsa-miR-193b-5p	13
hsa-miR-497-5p	6
hsa-miR-181d-5p	1
hsa-miR-519e-5p	1
hsa-miR-518f-3p	1
hsa-miR-499a-5p	7
hsa-miR-500a-5p	4
hsa-miR-500a-3p	9
hsa-miR-501-5p	5
hsa-miR-501-3p	90
hsa-miR-502-3p	17
hsa-miR-503-5p	4
hsa-miR-505-5p	3
hsa-miR-505-3p	18
hsa-miR-514a-3p	1
hsa-miR-532-5p	148
hsa-miR-532-3p	35
hsa-miR-455-5p	1
hsa-miR-545-5p	1
hsa-miR-545-3p	5
hsa-miR-551a	2
hsa-miR-92b-5p	16
hsa-miR-92b-3p	13
hsa-miR-561-5p	5
hsa-miR-570-3p	1
hsa-miR-574-5p	1
hsa-miR-574-3p	23
hsa-miR-576-5p	13
hsa-miR-576-3p	10
hsa-miR-579-3p	2
hsa-miR-580-3p	1
hsa-miR-582-5p	3
hsa-miR-582-3p	7
hsa-miR-584-5p	224
hsa-miR-584-3p	2
hsa-miR-585-5p	1
hsa-miR-548a-3p	1
hsa-miR-548b-5p	2
hsa-miR-589-5p	15
hsa-miR-589-3p	3
hsa-miR-550a-3p	51
hsa-miR-590-5p	2
hsa-miR-590-3p	8
hsa-miR-598-3p	3
hsa-miR-610	1
hsa-miR-615-3p	1
hsa-miR-616-5p	1
hsa-miR-625-5p	3
hsa-miR-625-3p	6
hsa-miR-627-5p	22
hsa-miR-628-5p	2
hsa-miR-628-3p	1
hsa-miR-629-5p	146
hsa-miR-33b-5p	14
hsa-miR-636	12
hsa-miR-642a-5p	1
hsa-miR-642a-3p	2
hsa-miR-651-5p	6
hsa-miR-652-3p	78
hsa-miR-548d-5p	2
hsa-miR-653-3p	1
hsa-miR-654-3p	2
hsa-miR-660-5p	128
hsa-miR-421	24
hsa-miR-542-5p	11
hsa-miR-542-3p	3
hsa-miR-758-3p	4
hsa-miR-671-5p	14
hsa-miR-671-3p	7
hsa-miR-320b	50
hsa-miR-320c	2
hsa-miR-1296-5p	1
hsa-miR-1468-5p	2
hsa-miR-1271-5p	1
hsa-miR-1301-3p	11
hsa-miR-454-5p	2
hsa-miR-454-3p	29
hsa-miR-769-5p	131
hsa-miR-769-3p	6
hsa-miR-450b-5p	3
hsa-miR-874-3p	25
hsa-miR-708-5p	1
hsa-miR-147b-3p	1
hsa-miR-190b-5p	40
hsa-miR-744-5p	336
hsa-miR-887-3p	6
hsa-miR-665	3
hsa-miR-374b-5p	2
hsa-miR-301b-3p	5
hsa-miR-208b-3p	13
hsa-miR-939-5p	4
hsa-miR-941	65
hsa-miR-942-5p	22
hsa-miR-1180-3p	267
hsa-miR-1228-5p	3
hsa-miR-1228-3p	3
hsa-miR-1234-3p	3
hsa-miR-548e-5p	5
hsa-miR-548e-3p	3
hsa-miR-548j-5p	14
hsa-miR-1285-3p	8
hsa-miR-1287-5p	60
hsa-miR-548k	1
hsa-miR-1294	10
hsa-miR-1299	16
hsa-miR-1303	9
hsa-miR-1246	3
hsa-miR-1247-5p	3
hsa-miR-1249-3p	4
hsa-miR-1250-5p	1
hsa-miR-1270	3
hsa-miR-1277-5p	15
hsa-miR-1277-3p	11
hsa-miR-1292-5p	12
hsa-miR-1255b-5p	17
hsa-miR-664a-5p	7
hsa-miR-1306-5p	34
hsa-miR-1307-5p	55
hsa-miR-1307-3p	472
hsa-miR-1537-3p	12
hsa-miR-1538	1
hsa-miR-320d	3
hsa-miR-1908-5p	18
hsa-miR-1976	2
hsa-miR-2110	103
hsa-miR-548q	2
hsa-miR-2276-3p	4
hsa-miR-3127-5p	2
hsa-miR-3127-3p	2
hsa-miR-378b	1
hsa-miR-3138	2
hsa-miR-548T	1
hsa-miR-1273c	1
hsa-miR-3150a-3p	2
hsa-miR-3157-5p	4
hsa-miR-3158-3p	40
hsa-miR-3163	1
hsa-miR-3164	2
hsa-miR-3165	1
hsa-miR-3173-5p	1
hsa-miR-3175	1
hsa-miR-3177-3p	2
hsa-miR-3183	1
hsa-miR-3187-3p	3
hsa-miR-3188	1
hsa-miR-3198	1
hsa-miR-3200-5p	5
hsa-miR-3200-3p	5
hsa-miR-378c	8
hsa-miR-2355-3p	7
hsa-miR-3605-5p	2
hsa-miR-3605-3p	1
hsa-miR-3611	9
hsa-miR-3613-5p	33
hsa-miR-3613-3p	5
hsa-miR-3615	204
hsa-miR-3619-3p	1
hsa-miR-3620-5p	1
hsa-miR-3667-5p	9
hsa-miR-3688-3p	8
hsa-miR-3909	1
hsa-miR-3913-5p	18
hsa-miR-3928-3p	5
hsa-miR-3934-5p	1
hsa-miR-3940-3p	5
hsa-miR-3944-3p	1
hsa-miR-378f	2
hsa-miR-378g	2
hsa-miR-4429	1
hsa-miR-4435	1
hsa-miR-4521	1
hsa-miR-4523	2
hsa-miR-4526	3
hsa-miR-378i	9
hsa-miR-4646-3p	1
hsa-miR-4660	1
hsa-miR-4662a-5p	1
hsa-miR-4665-5p	4
hsa-miR-219b-5p	1
hsa-miR-4677-3p	1
hsa-miR-4685-3p	12
hsa-miR-1343-3p	4
hsa-miR-4707-3p	1
hsa-miR-4714-3p	1
hsa-miR-4717-3p	2
