gene	count
hsa-miR-143-5p	8
hsa-miR-143-3p	55
hsa-miR-144-5p	74
hsa-miR-144-3p	675
hsa-miR-145-5p	3
hsa-miR-152-3p	11
hsa-miR-191-5p	50
hsa-miR-9-5p	1
hsa-miR-125a-5p	44
hsa-miR-125a-3p	1
hsa-miR-126-5p	45
hsa-miR-126-3p	201
hsa-miR-127-3p	15
hsa-miR-134-5p	34
hsa-miR-136-5p	4
hsa-miR-136-3p	2
hsa-miR-146a-5p	284
hsa-miR-150-5p	97
hsa-miR-150-3p	2
hsa-miR-185-5p	1209
hsa-miR-185-3p	21
hsa-miR-186-5p	282
hsa-miR-186-3p	2
hsa-miR-190a-5p	114
hsa-miR-193a-5p	79
hsa-miR-194-5p	5
hsa-miR-206	3
hsa-miR-320a-3p	900
hsa-miR-200c-3p	4
hsa-miR-155-5p	2
hsa-miR-106b-5p	7
hsa-miR-106b-3p	63
hsa-miR-29c-5p	3
hsa-miR-29c-3p	110
hsa-miR-200a-3p	2
hsa-miR-301a-3p	7
hsa-miR-99b-5p	8
hsa-miR-296-5p	1
hsa-miR-130b-3p	3
hsa-miR-30e-5p	46
hsa-miR-361-5p	11
hsa-miR-361-3p	13
hsa-miR-362-5p	4
hsa-miR-363-3p	86
hsa-miR-370-3p	11
hsa-miR-374a-5p	8
hsa-miR-374a-3p	1
hsa-miR-375-3p	14
hsa-miR-378a-5p	3
hsa-miR-378a-3p	562
hsa-miR-381-3p	7
hsa-miR-382-5p	11
hsa-miR-340-5p	4
hsa-miR-328-3p	24
hsa-miR-342-3p	27
hsa-miR-337-5p	2
hsa-miR-326	4
hsa-miR-151a-5p	3
hsa-miR-151a-3p	75
hsa-miR-148b-3p	246
hsa-miR-331-3p	2
hsa-miR-324-5p	31
hsa-miR-324-3p	8
hsa-miR-338-3p	14
hsa-miR-339-5p	38
hsa-miR-339-3p	25
hsa-miR-335-5p	4
hsa-miR-345-5p	5
hsa-miR-196b-5p	13
hsa-miR-423-5p	2073
hsa-miR-423-3p	61
hsa-miR-424-5p	3
hsa-miR-425-5p	215
hsa-miR-425-3p	5
hsa-miR-18b-5p	1
hsa-miR-20b-5p	10
hsa-miR-431-5p	3
hsa-miR-451a	615
hsa-miR-409-3p	1
hsa-miR-376b-3p	1
hsa-miR-483-5p	107
hsa-miR-484	39
hsa-miR-485-3p	1
hsa-miR-486-5p	1967
hsa-miR-486-3p	5
hsa-miR-491-5p	15
hsa-miR-146b-3p	5
hsa-miR-493-3p	2
hsa-miR-432-5p	4
hsa-miR-193b-5p	2
hsa-miR-497-5p	1
hsa-miR-181d-5p	2
hsa-miR-512-3p	1
hsa-miR-517c-3p	1
hsa-miR-501-5p	1
hsa-miR-501-3p	6
hsa-miR-502-3p	5
hsa-miR-503-5p	1
hsa-miR-505-3p	1
hsa-miR-532-5p	25
hsa-miR-532-3p	7
hsa-miR-455-5p	3
hsa-miR-545-5p	1
hsa-miR-545-3p	1
hsa-miR-92b-5p	2
hsa-miR-576-5p	1
hsa-miR-576-3p	3
hsa-miR-579-5p	1
hsa-miR-582-3p	3
hsa-miR-584-5p	16
hsa-miR-548b-3p	1
hsa-miR-589-5p	1
hsa-miR-589-3p	1
hsa-miR-550a-3p	3
hsa-miR-590-3p	3
hsa-miR-598-3p	3
hsa-miR-627-5p	11
hsa-miR-629-5p	29
hsa-miR-33b-5p	4
hsa-miR-33b-3p	1
hsa-miR-636	6
hsa-miR-642a-5p	1
hsa-miR-652-3p	6
hsa-miR-660-5p	28
hsa-miR-421	2
hsa-miR-671-5p	7
hsa-miR-671-3p	1
hsa-miR-320b	4
hsa-miR-320c	1
hsa-miR-1301-3p	3
hsa-miR-454-3p	1
hsa-miR-769-5p	83
hsa-miR-769-3p	2
hsa-miR-874-3p	6
hsa-miR-708-5p	1
hsa-miR-190b-5p	2
hsa-miR-744-5p	62
hsa-miR-885-5p	1
hsa-miR-887-3p	1
hsa-miR-873-5p	2
hsa-miR-374b-5p	1
hsa-miR-301b-3p	2
hsa-miR-941	18
hsa-miR-942-5p	4
hsa-miR-1180-3p	42
hsa-miR-1228-5p	3
hsa-miR-548e-5p	2
hsa-miR-548e-3p	1
hsa-miR-548j-5p	3
hsa-miR-1287-5p	10
hsa-miR-1294	4
hsa-miR-1299	1
hsa-miR-1246	1
hsa-miR-1247-5p	1
hsa-miR-1277-5p	2
hsa-miR-1277-3p	3
hsa-miR-1292-5p	3
hsa-miR-1255b-5p	2
hsa-miR-664a-5p	2
hsa-miR-1306-5p	4
hsa-miR-1307-5p	14
hsa-miR-1307-3p	163
hsa-miR-1537-3p	1
hsa-miR-1908-5p	19
hsa-miR-2110	24
hsa-miR-1273c	1
hsa-miR-3158-3p	6
hsa-miR-3183	1
hsa-miR-3198	2
hsa-miR-3200-3p	1
hsa-miR-378c	2
hsa-miR-2355-3p	1
hsa-miR-3613-5p	4
hsa-miR-3615	23
hsa-miR-3913-5p	4
hsa-miR-3150b-3p	3
hsa-miR-378g	3
hsa-miR-4429	1
hsa-miR-4488	1
hsa-miR-4526	1
hsa-miR-378i	3
hsa-miR-4632-5p	1
hsa-miR-4669	2
