gene	count
hsa-miR-320b	10
hsa-miR-1301-3p	9
hsa-miR-454-3p	6
hsa-miR-769-5p	69
hsa-miR-769-3p	8
hsa-miR-378d	1
hsa-miR-450b-5p	1
hsa-miR-874-5p	1
hsa-miR-874-3p	6
hsa-miR-708-5p	1
hsa-miR-190b-5p	6
hsa-miR-744-5p	183
hsa-miR-885-3p	1
hsa-miR-877-5p	1
hsa-miR-887-3p	2
hsa-miR-939-5p	2
hsa-miR-941	31
hsa-miR-942-5p	10
hsa-miR-1180-3p	65
hsa-miR-1226-3p	1
hsa-miR-1228-5p	3
hsa-miR-1234-3p	1
hsa-miR-548e-5p	1
hsa-miR-548j-5p	9
hsa-miR-1287-5p	11
hsa-miR-548k	2
hsa-miR-1294	6
hsa-miR-1299	31
hsa-miR-1303	1
hsa-miR-1246	4
hsa-miR-1247-5p	1
hsa-miR-1249-3p	3
hsa-miR-1277-5p	10
hsa-miR-1277-3p	5
hsa-miR-548i	1
hsa-miR-1292-5p	2
hsa-miR-1255b-5p	7
hsa-miR-664a-5p	3
hsa-miR-1306-5p	17
hsa-miR-1307-5p	13
hsa-miR-1307-3p	92
hsa-miR-1537-3p	2
hsa-miR-320d	1
hsa-miR-1908-5p	11
hsa-miR-1908-3p	1
hsa-miR-2110	27
hsa-miR-548q	2
hsa-miR-2277-5p	1
hsa-miR-3127-5p	3
hsa-miR-378b	1
hsa-miR-3157-5p	1
hsa-miR-3158-3p	12
hsa-miR-3164	1
hsa-miR-3173-5p	1
hsa-miR-323b-3p	4
hsa-miR-3065-5p	2
hsa-miR-3188	1
hsa-miR-378c	1
hsa-miR-2355-3p	8
hsa-miR-3605-3p	2
hsa-miR-3613-5p	6
hsa-miR-3615	41
hsa-miR-3657	1
hsa-miR-3688-3p	1
hsa-miR-3690	1
hsa-miR-3913-5p	9
hsa-miR-3150b-3p	1
hsa-miR-3928-3p	1
hsa-miR-3944-3p	1
hsa-miR-4429	2
hsa-miR-4488	1
hsa-miR-4504	2
hsa-miR-378i	3
hsa-miR-4683	1
hsa-miR-1343-3p	2
