gene	count
hsa-miR-205-5p	28
hsa-miR-205-3p	1
hsa-miR-210-3p	79
hsa-miR-181a-3p	16
hsa-miR-214-5p	1
hsa-miR-214-3p	3
hsa-miR-215-5p	7
hsa-miR-216a-5p	2
hsa-miR-218-5p	2
hsa-miR-219a-5p	1
hsa-miR-221-3p	2014
hsa-miR-222-3p	102
hsa-miR-223-5p	3
hsa-miR-223-3p	1730
hsa-miR-224-5p	4
hsa-miR-200b-3p	4
hsa-let-7g-5p	568
hsa-let-7g-3p	1
hsa-let-7i-5p	7492
hsa-let-7i-3p	22
hsa-miR-15b-5p	287
hsa-miR-15b-3p	23
hsa-miR-23b-3p	31
hsa-miR-27b-3p	99
hsa-miR-30b-5p	8
hsa-miR-122-5p	1058
hsa-miR-125b-5p	103
hsa-miR-128-1-5p	1
hsa-miR-128-3p	74
hsa-miR-130a-5p	1
hsa-miR-130a-3p	53
hsa-miR-135a-5p	1
hsa-miR-138-5p	2
hsa-miR-140-5p	148
hsa-miR-140-3p	54
hsa-miR-141-3p	27
hsa-miR-142-5p	496
hsa-miR-142-3p	2404
hsa-miR-143-5p	26
hsa-miR-143-3p	337
hsa-miR-144-5p	76
hsa-miR-144-3p	1265
hsa-miR-145-5p	28
hsa-miR-145-3p	6
hsa-miR-152-3p	27
hsa-miR-191-5p	164
hsa-miR-191-3p	3
hsa-miR-125a-5p	182
hsa-miR-125a-3p	1
hsa-miR-125b-2-3p	2
hsa-miR-126-5p	467
hsa-miR-126-3p	2464
hsa-miR-127-3p	18
hsa-miR-134-5p	26
hsa-miR-136-5p	9
hsa-miR-146a-5p	590
hsa-miR-150-5p	235
hsa-miR-150-3p	2
hsa-miR-154-5p	3
hsa-miR-185-5p	1849
hsa-miR-185-3p	46
hsa-miR-186-5p	742
hsa-miR-186-3p	5
hsa-miR-188-5p	3
hsa-miR-190a-5p	221
hsa-miR-193a-5p	72
hsa-miR-194-5p	62
hsa-miR-195-5p	2
hsa-miR-320a-3p	1400
hsa-miR-200c-3p	3
hsa-miR-155-5p	15
hsa-miR-106b-5p	61
hsa-miR-106b-3p	200
hsa-miR-29c-5p	10
hsa-miR-29c-3p	877
hsa-miR-30c-1-3p	2
hsa-miR-200a-3p	7
hsa-miR-101-2-5p	1
hsa-miR-34c-5p	1
hsa-miR-301a-5p	2
hsa-miR-301a-3p	30
hsa-miR-99b-5p	12
hsa-miR-99b-3p	1
hsa-miR-296-5p	3
hsa-miR-130b-3p	20
hsa-miR-30e-5p	353
hsa-miR-30e-3p	8
hsa-miR-361-5p	82
hsa-miR-361-3p	37
hsa-miR-362-5p	9
hsa-miR-362-3p	1
hsa-miR-363-3p	413
hsa-miR-365b-5p	1
hsa-miR-369-5p	1
hsa-miR-370-3p	1
hsa-miR-374a-5p	20
hsa-miR-374a-3p	4
hsa-miR-375-3p	19
hsa-miR-377-3p	4
hsa-miR-378a-5p	7
hsa-miR-378a-3p	509
hsa-miR-379-5p	6
hsa-miR-381-3p	7
hsa-miR-382-5p	21
hsa-miR-340-5p	19
hsa-miR-340-3p	2
hsa-miR-330-5p	6
hsa-miR-328-3p	49
hsa-miR-342-3p	147
hsa-miR-337-5p	9
hsa-miR-151a-5p	11
hsa-miR-151a-3p	267
hsa-miR-148b-3p	822
hsa-miR-331-5p	3
hsa-miR-331-3p	2
hsa-miR-324-5p	58
hsa-miR-324-3p	40
hsa-miR-338-3p	10
hsa-miR-339-5p	99
hsa-miR-339-3p	52
hsa-miR-335-5p	7
hsa-miR-335-3p	1
hsa-miR-345-5p	18
hsa-miR-196b-5p	132
hsa-miR-423-5p	2824
hsa-miR-423-3p	180
hsa-miR-424-5p	42
hsa-miR-424-3p	2
hsa-miR-425-5p	786
hsa-miR-425-3p	21
hsa-miR-18b-5p	8
hsa-miR-20b-5p	74
hsa-miR-450a-5p	1
hsa-miR-450a-1-3p	1
hsa-miR-431-5p	19
hsa-miR-431-3p	1
hsa-miR-451a	6325
hsa-miR-452-5p	1
hsa-miR-409-3p	10
hsa-miR-410-3p	2
hsa-miR-376b-3p	1
hsa-miR-483-5p	8
hsa-miR-483-3p	2
hsa-miR-484	268
hsa-miR-485-3p	3
hsa-miR-486-5p	15466
hsa-miR-486-3p	27
hsa-miR-491-5p	10
hsa-miR-146b-5p	14
hsa-miR-146b-3p	6
hsa-miR-432-5p	4
hsa-miR-193b-5p	1
hsa-miR-497-5p	4
hsa-miR-181d-5p	2
hsa-miR-523-3p	1
hsa-miR-500a-3p	3
hsa-miR-501-5p	2
hsa-miR-501-3p	16
hsa-miR-502-3p	12
hsa-miR-503-5p	4
hsa-miR-505-3p	9
hsa-miR-532-5p	71
hsa-miR-532-3p	11
hsa-miR-545-3p	1
hsa-miR-487b-3p	2
hsa-miR-92b-5p	5
hsa-miR-92b-3p	7
hsa-miR-556-5p	1
hsa-miR-574-3p	7
hsa-miR-576-5p	13
hsa-miR-576-3p	1
hsa-miR-579-5p	3
hsa-miR-580-3p	3
hsa-miR-582-3p	1
hsa-miR-584-5p	139
hsa-miR-548a-3p	1
hsa-miR-589-5p	5
hsa-miR-589-3p	1
hsa-miR-550a-5p	2
hsa-miR-550a-3p	22
hsa-miR-590-3p	1
hsa-miR-598-3p	4
hsa-miR-615-3p	1
hsa-miR-624-5p	3
hsa-miR-625-5p	4
hsa-miR-625-3p	11
hsa-miR-627-5p	10
hsa-miR-628-3p	2
hsa-miR-629-5p	106
hsa-miR-33b-5p	7
hsa-miR-636	9
hsa-miR-651-5p	5
hsa-miR-652-3p	29
hsa-miR-548d-5p	1
hsa-miR-660-5p	51
hsa-miR-660-3p	1
hsa-miR-421	14
hsa-miR-542-5p	13
hsa-miR-542-3p	1
hsa-miR-758-3p	1
hsa-miR-671-5p	4
hsa-miR-320b	19
hsa-miR-320c	3
hsa-miR-1296-5p	1
hsa-miR-1468-5p	1
hsa-miR-1271-5p	1
hsa-miR-1301-3p	3
hsa-miR-454-5p	2
hsa-miR-454-3p	19
hsa-miR-449c-5p	1
hsa-miR-769-5p	81
hsa-miR-769-3p	12
hsa-miR-1185-1-3p	1
hsa-miR-874-3p	5
hsa-miR-147b-3p	3
hsa-miR-190b-5p	11
hsa-miR-744-5p	119
hsa-miR-885-3p	1
hsa-miR-873-5p	2
hsa-miR-374b-5p	4
hsa-miR-208b-3p	1
hsa-miR-939-5p	3
hsa-miR-941	21
hsa-miR-942-5p	14
hsa-miR-1179	4
hsa-miR-1180-3p	108
hsa-miR-1226-3p	2
hsa-miR-1228-3p	2
hsa-miR-548e-5p	1
hsa-miR-548e-3p	2
hsa-miR-548j-5p	12
hsa-miR-1285-5p	1
hsa-miR-1285-3p	1
hsa-miR-1287-5p	25
hsa-miR-548k	2
hsa-miR-1294	5
hsa-miR-1299	1
hsa-miR-1303	2
hsa-miR-1246	2
hsa-miR-1250-5p	1
hsa-miR-1277-5p	21
hsa-miR-1292-5p	8
hsa-miR-1255b-5p	3
hsa-miR-664a-5p	2
hsa-miR-1306-5p	20
hsa-miR-1307-5p	21
hsa-miR-1307-3p	240
hsa-miR-1537-3p	2
hsa-miR-1908-5p	23
hsa-miR-2110	38
hsa-miR-548q	2
hsa-miR-2276-3p	1
hsa-miR-3143	1
hsa-miR-3158-3p	14
hsa-miR-3164	2
hsa-miR-3173-5p	1
hsa-miR-3177-3p	1
hsa-miR-3065-5p	1
hsa-miR-3194-3p	1
hsa-miR-3199	1
hsa-miR-4326	2
hsa-miR-2355-3p	5
hsa-miR-3605-3p	3
hsa-miR-3611	2
hsa-miR-3613-5p	84
hsa-miR-3613-3p	1
hsa-miR-3614-5p	1
hsa-miR-3615	62
hsa-miR-23c	1
hsa-miR-3667-5p	3
hsa-miR-3667-3p	1
hsa-miR-3688-3p	1
hsa-miR-3912-3p	2
hsa-miR-3913-5p	12
hsa-miR-3150b-3p	2
hsa-miR-3928-3p	2
hsa-miR-3934-5p	1
hsa-miR-3940-3p	1
hsa-miR-378e	1
hsa-miR-4521	1
hsa-miR-4524a-3p	1
hsa-miR-378i	1
hsa-miR-3960	1
hsa-miR-4659a-3p	1
hsa-miR-4668-5p	2
hsa-miR-4677-3p	2
hsa-miR-4685-3p	1
hsa-miR-1343-3p	2
