gene	count
hsa-miR-23b-3p	271
hsa-miR-27b-3p	974
hsa-miR-30b-5p	56
hsa-miR-30b-3p	5
hsa-miR-122-5p	14752
hsa-miR-124-3p	2
hsa-miR-125b-5p	245
hsa-miR-128-1-5p	8
hsa-miR-128-3p	386
hsa-miR-130a-3p	381
hsa-miR-132-5p	1
hsa-miR-132-3p	16
hsa-miR-133a-5p	2
hsa-miR-133a-3p	27
hsa-miR-135a-5p	4
hsa-miR-140-5p	187
hsa-miR-140-3p	187
hsa-miR-141-3p	55
hsa-miR-142-5p	3448
hsa-miR-142-3p	20662
hsa-miR-143-5p	14
hsa-miR-143-3p	1025
hsa-miR-144-5p	141
hsa-miR-144-3p	1612
hsa-miR-145-5p	31
hsa-miR-145-3p	1
hsa-miR-152-5p	1
hsa-miR-152-3p	212
hsa-miR-191-5p	4563
hsa-miR-191-3p	32
hsa-miR-9-5p	5
hsa-miR-9-3p	3
hsa-miR-125a-5p	1243
hsa-miR-125a-3p	6
hsa-miR-125b-2-3p	5
hsa-miR-126-5p	3540
hsa-miR-126-3p	32638
hsa-miR-127-5p	6
hsa-miR-127-3p	666
hsa-miR-134-5p	1178
hsa-miR-136-5p	112
hsa-miR-136-3p	82
hsa-miR-146a-5p	13122
hsa-miR-146a-3p	3
hsa-miR-149-5p	1
hsa-miR-150-5p	286
hsa-miR-150-3p	10
hsa-miR-154-5p	17
hsa-miR-154-3p	3
hsa-miR-184	2
hsa-miR-185-5p	8562
hsa-miR-185-3p	297
hsa-miR-186-5p	1699
hsa-miR-186-3p	18
hsa-miR-188-5p	2
hsa-miR-190a-5p	248
hsa-miR-193a-5p	434
hsa-miR-194-5p	226
hsa-miR-195-5p	7
hsa-miR-206	6
hsa-miR-320a-3p	6656
hsa-miR-200c-3p	27
hsa-miR-155-5p	244
hsa-miR-106b-5p	129
hsa-miR-106b-3p	923
hsa-miR-29c-5p	24
hsa-miR-29c-3p	2097
hsa-miR-30c-1-3p	10
hsa-miR-200a-5p	1
hsa-miR-200a-3p	20
hsa-miR-101-2-5p	4
hsa-miR-34c-3p	1
hsa-miR-299-5p	2
hsa-miR-299-3p	3
hsa-miR-301a-5p	6
hsa-miR-301a-3p	214
hsa-miR-99b-5p	290
hsa-miR-99b-3p	3
hsa-miR-296-5p	33
hsa-miR-296-3p	1
hsa-miR-130b-5p	9
hsa-miR-130b-3p	69
hsa-miR-30e-5p	1077
hsa-miR-30e-3p	66
hsa-miR-26a-2-3p	2
hsa-miR-361-5p	553
hsa-miR-361-3p	153
hsa-miR-362-5p	26
hsa-miR-362-3p	5
hsa-miR-363-3p	1064
hsa-miR-376c-3p	57
hsa-miR-369-5p	44
hsa-miR-369-3p	18
hsa-miR-370-3p	360
hsa-miR-374a-5p	160
hsa-miR-374a-3p	9
hsa-miR-375-3p	72
hsa-miR-376a-3p	14
hsa-miR-377-5p	1
hsa-miR-377-3p	95
hsa-miR-378a-5p	8
hsa-miR-378a-3p	1017
hsa-miR-379-5p	156
hsa-miR-379-3p	4
hsa-miR-381-3p	629
hsa-miR-382-5p	1069
hsa-miR-340-5p	313
hsa-miR-330-5p	6
hsa-miR-330-3p	6
hsa-miR-328-3p	855
hsa-miR-342-3p	694
hsa-miR-337-5p	150
hsa-miR-337-3p	3
hsa-miR-323a-5p	2
hsa-miR-323a-3p	9
hsa-miR-326	8
hsa-miR-151a-5p	118
hsa-miR-151a-3p	4166
hsa-miR-135b-5p	1
hsa-miR-148b-5p	2
hsa-miR-148b-3p	4146
hsa-miR-331-5p	5
hsa-miR-331-3p	22
hsa-miR-324-5p	172
hsa-miR-324-3p	170
hsa-miR-338-3p	108
hsa-miR-339-5p	649
hsa-miR-339-3p	204
hsa-miR-335-5p	311
hsa-miR-335-3p	18
hsa-miR-345-5p	35
hsa-miR-196b-5p	165
hsa-miR-423-5p	19866
hsa-miR-423-3p	2615
hsa-miR-424-5p	35
hsa-miR-424-3p	4
hsa-miR-425-5p	4336
hsa-miR-425-3p	203
hsa-miR-18b-5p	3
hsa-miR-20b-5p	208
hsa-miR-429	2
hsa-miR-431-5p	685
hsa-miR-431-3p	5
hsa-miR-433-3p	5
hsa-miR-329-5p	4
hsa-miR-329-3p	25
hsa-miR-451a	23153
hsa-miR-409-5p	15
hsa-miR-409-3p	530
hsa-miR-412-5p	11
hsa-miR-410-3p	3
hsa-miR-376b-3p	48
hsa-miR-483-5p	734
hsa-miR-483-3p	6
hsa-miR-484	1263
hsa-miR-485-5p	25
hsa-miR-485-3p	253
hsa-miR-486-5p	92873
hsa-miR-486-3p	104
hsa-miR-487a-3p	1
hsa-miR-490-5p	1
hsa-miR-490-3p	1
hsa-miR-491-5p	115
hsa-miR-146b-5p	128
hsa-miR-146b-3p	19
hsa-miR-493-5p	21
hsa-miR-493-3p	71
hsa-miR-432-5p	607
hsa-miR-494-3p	1
hsa-miR-495-5p	2
hsa-miR-495-3p	2
hsa-miR-496	2
hsa-miR-193b-5p	28
hsa-miR-497-5p	6
hsa-miR-181d-5p	50
hsa-miR-499a-5p	6
hsa-miR-500a-5p	1
hsa-miR-500a-3p	19
hsa-miR-501-5p	2
hsa-miR-501-3p	117
hsa-miR-502-3p	31
hsa-miR-450a-2-3p	1
hsa-miR-503-5p	5
hsa-miR-503-3p	1
hsa-miR-505-5p	2
hsa-miR-505-3p	14
hsa-miR-514a-3p	1
hsa-miR-532-5p	186
hsa-miR-532-3p	43
hsa-miR-455-5p	1
hsa-miR-539-3p	5
hsa-miR-545-5p	3
hsa-miR-545-3p	7
hsa-miR-487b-5p	1
hsa-miR-487b-3p	21
hsa-miR-551a	2
hsa-miR-92b-5p	28
hsa-miR-92b-3p	21
hsa-miR-556-5p	2
hsa-miR-561-5p	1
hsa-miR-570-3p	2
hsa-miR-574-5p	2
hsa-miR-574-3p	70
hsa-miR-576-5p	43
hsa-miR-576-3p	8
hsa-miR-579-5p	4
hsa-miR-580-3p	1
hsa-miR-582-3p	5
hsa-miR-584-5p	1642
hsa-miR-584-3p	1
hsa-miR-548a-3p	41
hsa-miR-548b-5p	2
hsa-miR-589-5p	38
hsa-miR-589-3p	3
hsa-miR-550a-5p	1
hsa-miR-550a-3p	21
hsa-miR-590-5p	5
hsa-miR-590-3p	9
hsa-miR-597-5p	3
hsa-miR-598-3p	22
hsa-miR-548a-5p	1
hsa-miR-605-3p	1
hsa-miR-610	1
hsa-miR-615-3p	1
hsa-miR-548c-3p	1
hsa-miR-625-5p	33
hsa-miR-625-3p	425
hsa-miR-627-5p	25
hsa-miR-628-5p	28
hsa-miR-628-3p	7
hsa-miR-629-5p	236
hsa-miR-33b-5p	4
hsa-miR-636	24
hsa-miR-641	2
hsa-miR-642a-5p	2
hsa-miR-642a-3p	1
hsa-miR-651-5p	20
hsa-miR-652-5p	1
hsa-miR-652-3p	179
hsa-miR-548d-5p	4
hsa-miR-411-5p	51
hsa-miR-654-3p	82
hsa-miR-659-5p	3
hsa-miR-660-5p	171
hsa-miR-421	69
hsa-miR-542-5p	12
hsa-miR-542-3p	7
hsa-miR-758-3p	18
hsa-miR-671-5p	19
hsa-miR-671-3p	65
hsa-miR-1224-5p	1
hsa-miR-320b	65
hsa-miR-320c	14
hsa-miR-1296-5p	32
hsa-miR-1468-5p	3
hsa-miR-1271-5p	2
hsa-miR-1301-3p	71
hsa-miR-454-5p	5
hsa-miR-454-3p	73
hsa-miR-769-5p	315
hsa-miR-769-3p	16
hsa-miR-766-5p	8
hsa-miR-766-3p	14
hsa-miR-378d	1
hsa-miR-1185-1-3p	16
hsa-miR-770-5p	1
hsa-miR-450b-5p	4
hsa-miR-874-3p	13
hsa-miR-889-3p	5
hsa-miR-876-5p	1
hsa-miR-190b-5p	41
hsa-miR-744-5p	3083
hsa-miR-744-3p	1
hsa-miR-885-5p	1
hsa-miR-885-3p	3
hsa-miR-877-5p	1
hsa-miR-887-3p	1
hsa-miR-665	1
hsa-miR-873-5p	1
hsa-miR-873-3p	1
hsa-miR-543	4
hsa-miR-374b-5p	40
hsa-miR-374b-3p	1
hsa-miR-760	5
hsa-miR-301b-3p	8
hsa-miR-937-3p	1
hsa-miR-939-5p	4
hsa-miR-940	2
hsa-miR-941	178
hsa-miR-942-5p	37
hsa-miR-1179	2
hsa-miR-1180-3p	299
hsa-miR-1226-3p	3
hsa-miR-1228-3p	1
hsa-miR-1229-5p	2
hsa-miR-1229-3p	1
hsa-miR-1234-3p	1
hsa-miR-548e-5p	11
hsa-miR-548e-3p	15
hsa-miR-548j-5p	191
hsa-miR-548j-3p	2
hsa-miR-1285-3p	6
hsa-miR-1287-5p	248
hsa-miR-1289	1
hsa-miR-548k	16
hsa-miR-1294	35
hsa-miR-1299	2
hsa-miR-548l	13
hsa-miR-1303	2
hsa-miR-1247-5p	4
hsa-miR-1249-3p	3
hsa-miR-1250-5p	38
hsa-miR-1255a	1
hsa-miR-1270	7
hsa-miR-1277-5p	147
hsa-miR-1277-3p	32
hsa-miR-1284	1
hsa-miR-1292-5p	23
hsa-miR-1255b-5p	41
hsa-miR-664a-5p	123
hsa-miR-664a-3p	5
hsa-miR-1306-5p	77
hsa-miR-1307-5p	63
hsa-miR-1307-3p	721
hsa-miR-1537-3p	19
hsa-miR-1538	3
hsa-miR-320d	1
hsa-miR-1908-5p	83
hsa-miR-1908-3p	2
hsa-miR-2110	100
hsa-miR-2116-5p	1
hsa-miR-548q	4
hsa-miR-2276-3p	3
hsa-miR-2277-5p	2
hsa-miR-3115	1
hsa-miR-3120-3p	5
hsa-miR-3124-5p	4
hsa-miR-3127-5p	2
hsa-miR-3129-3p	1
hsa-miR-3130-5p	1
hsa-miR-3130-3p	1
hsa-miR-3132	1
hsa-miR-3135a	2
hsa-miR-3137	1
hsa-miR-3143	5
hsa-miR-1273c	4
hsa-miR-3150a-3p	5
hsa-miR-3074-5p	1
hsa-miR-3074-3p	2
hsa-miR-3154	1
hsa-miR-3155a	1
hsa-miR-3157-5p	9
hsa-miR-3158-3p	61
hsa-miR-3164	3
hsa-miR-3173-5p	7
hsa-miR-323b-3p	44
hsa-miR-3177-3p	10
hsa-miR-3180-3p	6
hsa-miR-3183	2
hsa-miR-3065-5p	2
hsa-miR-3065-3p	3
hsa-miR-3187-3p	9
hsa-miR-3188	2
hsa-miR-3190-3p	1
hsa-miR-3191-3p	1
hsa-miR-3193	2
hsa-miR-3198	4
hsa-miR-3200-5p	4
hsa-miR-3200-3p	2
hsa-miR-378c	3
hsa-miR-2355-3p	39
hsa-miR-3605-5p	2
hsa-miR-3605-3p	9
hsa-miR-3611	5
hsa-miR-3613-5p	114
hsa-miR-3613-3p	4
hsa-miR-3615	272
hsa-miR-3617-5p	1
hsa-miR-3661	1
hsa-miR-3667-5p	7
hsa-miR-3667-3p	1
hsa-miR-3675-5p	1
hsa-miR-3677-5p	1
hsa-miR-3678-3p	1
hsa-miR-3679-5p	3
hsa-miR-3682-3p	1
hsa-miR-3683	1
hsa-miR-3688-3p	13
hsa-miR-3909	1
hsa-miR-3913-5p	30
hsa-miR-3150b-3p	4
hsa-miR-676-3p	1
hsa-miR-3928-3p	14
hsa-miR-3940-5p	1
hsa-miR-3940-3p	1
hsa-miR-3942-5p	5
hsa-miR-378f	1
hsa-miR-4435	2
hsa-miR-4440	1
hsa-miR-4446-3p	12
hsa-miR-4474-3p	1
hsa-miR-4479	1
hsa-miR-4489	2
hsa-miR-4504	3
hsa-miR-4526	2
hsa-miR-378i	1
hsa-miR-4638-5p	3
hsa-miR-4638-3p	1
hsa-miR-4639-5p	1
hsa-miR-4644	1
hsa-miR-4645-3p	1
hsa-miR-4646-5p	2
hsa-miR-4654	1
hsa-miR-4657	3
hsa-miR-4660	1
hsa-miR-4659b-3p	1
hsa-miR-4665-5p	12
hsa-miR-4668-5p	3
hsa-miR-219b-5p	1
hsa-miR-4673	1
hsa-miR-4677-3p	7
hsa-miR-4685-3p	9
hsa-miR-1343-3p	2
hsa-miR-4707-3p	5
hsa-miR-4708-3p	1
hsa-miR-4714-3p	1
hsa-miR-4717-3p	3
hsa-miR-4753-5p	1
