gene	count
hsa-miR-122-5p	6322
hsa-miR-124-3p	5
hsa-miR-125b-5p	77
hsa-miR-128-3p	18
hsa-miR-130a-3p	10
hsa-miR-132-5p	1
hsa-miR-133a-3p	4
hsa-miR-140-5p	91
hsa-miR-140-3p	14
hsa-miR-141-3p	12
hsa-miR-142-5p	72
hsa-miR-142-3p	248
hsa-miR-143-3p	109
hsa-miR-144-5p	6
hsa-miR-144-3p	112
hsa-miR-145-5p	1
hsa-miR-152-3p	17
hsa-miR-191-5p	168
hsa-miR-191-3p	5
hsa-miR-9-5p	705
hsa-miR-125a-5p	217
hsa-miR-126-5p	58
hsa-miR-126-3p	420
hsa-miR-127-3p	5
hsa-miR-134-5p	20
hsa-miR-146a-5p	346
hsa-miR-150-5p	74
hsa-miR-150-3p	2
hsa-miR-184	630
hsa-miR-185-5p	476
hsa-miR-185-3p	8
hsa-miR-186-5p	142
hsa-miR-190a-5p	23
hsa-miR-193a-5p	66
hsa-miR-194-5p	9
hsa-miR-206	18
hsa-miR-320a-3p	484
hsa-miR-200c-3p	2
hsa-miR-155-5p	24
hsa-miR-106b-5p	23
hsa-miR-106b-3p	117
hsa-miR-29c-3p	161
hsa-miR-200a-3p	8
hsa-miR-99b-5p	6
hsa-miR-296-5p	3
hsa-miR-30e-5p	74
hsa-miR-30e-3p	3
hsa-miR-361-5p	12
hsa-miR-361-3p	27
hsa-miR-363-3p	46
hsa-miR-369-5p	1
hsa-miR-374a-5p	27
hsa-miR-374a-3p	2
hsa-miR-375-3p	85
hsa-miR-378a-5p	2
hsa-miR-378a-3p	110
hsa-miR-382-5p	37
hsa-miR-340-5p	5
hsa-miR-328-3p	31
hsa-miR-342-3p	147
hsa-miR-151a-3p	236
hsa-miR-148b-3p	132
hsa-miR-324-5p	38
hsa-miR-324-3p	12
hsa-miR-338-3p	8
hsa-miR-339-5p	9
hsa-miR-339-3p	6
hsa-miR-335-5p	5
hsa-miR-345-5p	1
hsa-miR-196b-5p	48
hsa-miR-423-5p	2772
hsa-miR-423-3p	59
hsa-miR-424-5p	7
hsa-miR-425-5p	439
hsa-miR-425-3p	5
hsa-miR-20b-5p	12
hsa-miR-431-5p	6
hsa-miR-451a	660
hsa-miR-409-3p	7
hsa-miR-483-5p	189
hsa-miR-483-3p	4
hsa-miR-484	74
hsa-miR-485-5p	1
hsa-miR-485-3p	5
hsa-miR-486-5p	8064
hsa-miR-486-3p	1
hsa-miR-491-5p	1
hsa-miR-146b-5p	3
hsa-miR-146b-3p	4
hsa-miR-493-5p	2
hsa-miR-432-5p	6
hsa-miR-193b-5p	9
hsa-miR-497-5p	1
hsa-miR-181d-5p	1
hsa-miR-501-3p	12
hsa-miR-502-3p	4
hsa-miR-532-5p	38
hsa-miR-532-3p	1
hsa-miR-92b-5p	2
hsa-miR-92b-3p	1
hsa-miR-574-3p	11
hsa-miR-576-5p	6
hsa-miR-584-5p	41
hsa-miR-589-5p	1
hsa-miR-625-3p	6
hsa-miR-627-5p	2
hsa-miR-629-5p	54
hsa-miR-33b-5p	1
hsa-miR-636	4
hsa-miR-642a-3p	2
hsa-miR-651-5p	1
hsa-miR-652-3p	8
hsa-miR-654-3p	2
hsa-miR-660-5p	20
hsa-miR-421	1
hsa-miR-1224-5p	3
hsa-miR-320b	4
hsa-miR-454-3p	4
hsa-miR-769-5p	15
hsa-miR-769-3p	3
hsa-miR-874-3p	4
hsa-miR-190b-5p	3
hsa-miR-744-5p	26
hsa-miR-941	15
hsa-miR-942-5p	2
hsa-miR-1180-3p	61
hsa-miR-1228-5p	12
hsa-miR-548j-5p	3
hsa-miR-1287-5p	5
hsa-miR-1294	23
hsa-miR-1299	9
hsa-miR-1303	3
hsa-miR-1247-5p	1
hsa-miR-1292-5p	5
hsa-miR-1255b-5p	18
hsa-miR-664a-5p	1
hsa-miR-1306-5p	6
hsa-miR-1307-3p	68
hsa-miR-1908-5p	5
hsa-miR-1976	2
hsa-miR-2110	13
hsa-miR-1273c	1
hsa-miR-3158-3p	7
hsa-miR-3187-3p	3
hsa-miR-3202	1
hsa-miR-4326	2
hsa-miR-2355-3p	2
hsa-miR-3605-3p	5
hsa-miR-3613-5p	6
hsa-miR-3615	62
hsa-miR-23c	1
hsa-miR-3688-3p	1
hsa-miR-3691-5p	2
hsa-miR-3913-5p	4
hsa-miR-676-3p	1
hsa-miR-378g	1
hsa-miR-4429	1
hsa-miR-378i	5
hsa-miR-4685-3p	2
