gene	count
hsa-miR-224-5p	57
hsa-miR-200b-3p	4
hsa-let-7g-5p	94
hsa-let-7g-3p	1
hsa-let-7i-5p	2766
hsa-miR-15b-5p	41
hsa-miR-15b-3p	5
hsa-miR-23b-3p	12
hsa-miR-27b-3p	83
hsa-miR-122-5p	711
hsa-miR-125b-5p	57
hsa-miR-128-3p	27
hsa-miR-130a-3p	7
hsa-miR-132-3p	5
hsa-miR-140-5p	23
hsa-miR-140-3p	19
hsa-miR-141-3p	4
hsa-miR-142-5p	136
hsa-miR-142-3p	1549
hsa-miR-143-5p	5
hsa-miR-143-3p	178
hsa-miR-144-5p	51
hsa-miR-144-3p	142
hsa-miR-145-5p	1
hsa-miR-152-3p	12
hsa-miR-191-5p	378
hsa-miR-191-3p	1
hsa-miR-125a-5p	197
hsa-miR-125b-2-3p	4
hsa-miR-126-5p	480
hsa-miR-126-3p	2804
hsa-miR-127-3p	35
hsa-miR-134-5p	17
hsa-miR-136-3p	6
hsa-miR-146a-5p	279
hsa-miR-150-5p	119
hsa-miR-154-5p	4
hsa-miR-185-5p	290
hsa-miR-185-3p	7
hsa-miR-186-5p	76
hsa-miR-190a-5p	22
hsa-miR-193a-5p	12
hsa-miR-194-5p	17
hsa-miR-206	5
hsa-miR-320a-3p	133
hsa-miR-200c-3p	1
hsa-miR-155-5p	33
hsa-miR-106b-5p	8
hsa-miR-106b-3p	73
hsa-miR-29c-5p	5
hsa-miR-29c-3p	453
hsa-miR-200a-3p	6
hsa-miR-301a-3p	3
hsa-miR-99b-5p	80
hsa-miR-296-5p	1
hsa-miR-130b-3p	1
hsa-miR-30e-5p	165
hsa-miR-30e-3p	13
hsa-miR-361-5p	20
hsa-miR-362-5p	3
hsa-miR-363-3p	96
hsa-miR-365b-5p	1
hsa-miR-369-5p	2
hsa-miR-370-3p	26
hsa-miR-374a-5p	16
hsa-miR-374a-3p	9
hsa-miR-375-3p	48
hsa-miR-377-3p	3
hsa-miR-378a-5p	1
hsa-miR-378a-3p	65
hsa-miR-379-5p	16
hsa-miR-381-3p	27
hsa-miR-382-5p	46
hsa-miR-340-5p	34
hsa-miR-330-5p	1
hsa-miR-328-3p	42
hsa-miR-342-3p	107
hsa-miR-337-5p	1
hsa-miR-151a-5p	1
hsa-miR-151a-3p	1153
hsa-miR-148b-3p	189
hsa-miR-331-3p	2
hsa-miR-324-5p	9
hsa-miR-324-3p	4
hsa-miR-339-5p	22
hsa-miR-339-3p	12
hsa-miR-335-5p	4
hsa-miR-335-3p	2
hsa-miR-345-5p	2
hsa-miR-196b-5p	23
hsa-miR-423-5p	503
hsa-miR-423-3p	136
hsa-miR-424-5p	2
hsa-miR-425-5p	385
hsa-miR-425-3p	15
hsa-miR-20b-5p	4
hsa-miR-431-5p	23
hsa-miR-329-3p	5
hsa-miR-451a	2283
hsa-miR-409-3p	7
hsa-miR-376b-3p	2
hsa-miR-483-5p	7
hsa-miR-483-3p	5
hsa-miR-484	84
hsa-miR-485-3p	23
hsa-miR-486-5p	10904
hsa-miR-486-3p	4
hsa-miR-491-5p	2
hsa-miR-146b-5p	5
hsa-miR-146b-3p	4
hsa-miR-493-5p	5
hsa-miR-493-3p	1
hsa-miR-432-5p	58
hsa-miR-193b-5p	1
hsa-miR-497-5p	1
hsa-miR-181d-5p	9
hsa-miR-500a-3p	1
hsa-miR-501-5p	1
hsa-miR-501-3p	8
hsa-miR-502-3p	1
hsa-miR-503-5p	3
hsa-miR-532-5p	13
hsa-miR-532-3p	3
hsa-miR-92b-5p	3
hsa-miR-92b-3p	10
hsa-miR-574-3p	1
hsa-miR-576-5p	27
hsa-miR-576-3p	1
hsa-miR-584-5p	42
hsa-miR-589-5p	3
hsa-miR-550a-3p	1
hsa-miR-598-3p	10
hsa-miR-625-3p	17
hsa-miR-627-5p	1
hsa-miR-629-5p	13
hsa-miR-636	4
hsa-miR-651-5p	1
hsa-miR-652-3p	3
hsa-miR-411-5p	18
hsa-miR-654-3p	1
hsa-miR-660-5p	21
hsa-miR-421	3
hsa-miR-542-3p	3
hsa-miR-671-5p	1
hsa-miR-671-3p	1
hsa-miR-1224-5p	1
hsa-miR-320b	1
hsa-miR-1301-3p	1
hsa-miR-454-5p	3
hsa-miR-454-3p	6
hsa-miR-769-5p	33
hsa-miR-769-3p	3
hsa-miR-450b-5p	1
hsa-miR-874-3p	6
hsa-miR-889-3p	4
hsa-miR-708-5p	2
hsa-miR-147b-3p	1
hsa-miR-190b-5p	2
hsa-miR-744-5p	63
hsa-miR-877-3p	3
hsa-miR-941	12
hsa-miR-942-5p	5
hsa-miR-1180-3p	10
hsa-miR-548j-5p	8
hsa-miR-1287-5p	5
hsa-miR-1294	1
hsa-miR-548l	4
hsa-miR-1246	2
hsa-miR-1277-5p	7
hsa-miR-1255b-5p	1
hsa-miR-664a-5p	1
hsa-miR-1306-5p	36
hsa-miR-1307-5p	4
hsa-miR-1307-3p	35
hsa-miR-1908-5p	3
hsa-miR-2110	4
hsa-miR-548q	1
hsa-miR-3158-3p	6
hsa-miR-3180-3p	1
hsa-miR-3200-5p	1
hsa-miR-3605-3p	5
hsa-miR-3613-5p	21
hsa-miR-3615	19
hsa-miR-3688-3p	4
hsa-miR-3913-5p	2
hsa-miR-4446-3p	1
hsa-miR-4645-3p	1
hsa-miR-4662a-5p	7
hsa-miR-4677-3p	2
