gene	count
hsa-miR-223-5p	6
hsa-miR-223-3p	2418
hsa-miR-224-5p	29
hsa-miR-200b-3p	2
hsa-let-7g-5p	686
hsa-let-7g-3p	3
hsa-let-7i-5p	8513
hsa-let-7i-3p	34
hsa-miR-1-3p	2
hsa-miR-15b-5p	342
hsa-miR-15b-3p	35
hsa-miR-23b-3p	42
hsa-miR-27b-3p	177
hsa-miR-30b-5p	21
hsa-miR-122-5p	4583
hsa-miR-125b-5p	190
hsa-miR-128-3p	139
hsa-miR-130a-3p	136
hsa-miR-132-5p	2
hsa-miR-132-3p	3
hsa-miR-133a-3p	2
hsa-miR-138-5p	1
hsa-miR-140-5p	142
hsa-miR-140-3p	122
hsa-miR-141-5p	1
hsa-miR-141-3p	41
hsa-miR-142-5p	1138
hsa-miR-142-3p	2152
hsa-miR-143-5p	30
hsa-miR-143-3p	344
hsa-miR-144-5p	269
hsa-miR-144-3p	1495
hsa-miR-145-5p	67
hsa-miR-145-3p	6
hsa-miR-152-3p	48
hsa-miR-153-3p	1
hsa-miR-191-5p	644
hsa-miR-191-3p	7
hsa-miR-9-5p	1
hsa-miR-125a-5p	288
hsa-miR-125a-3p	1
hsa-miR-125b-2-3p	3
hsa-miR-126-5p	735
hsa-miR-126-3p	3486
hsa-miR-127-5p	1
hsa-miR-127-3p	46
hsa-miR-134-5p	77
hsa-miR-136-5p	11
hsa-miR-136-3p	4
hsa-miR-146a-5p	1692
hsa-miR-150-5p	683
hsa-miR-150-3p	8
hsa-miR-154-5p	1
hsa-miR-185-5p	6683
hsa-miR-185-3p	65
hsa-miR-186-5p	1262
hsa-miR-186-3p	3
hsa-miR-188-5p	1
hsa-miR-190a-5p	111
hsa-miR-193a-5p	112
hsa-miR-194-5p	205
hsa-miR-206	5
hsa-miR-320a-3p	3423
hsa-miR-200c-3p	6
hsa-miR-155-5p	25
hsa-miR-106b-5p	122
hsa-miR-106b-3p	261
hsa-miR-29c-5p	10
hsa-miR-29c-3p	1343
hsa-miR-200a-3p	5
hsa-miR-101-2-5p	2
hsa-miR-34c-5p	3
hsa-miR-299-3p	1
hsa-miR-301a-3p	58
hsa-miR-99b-5p	22
hsa-miR-296-5p	18
hsa-miR-296-3p	1
hsa-miR-130b-5p	3
hsa-miR-130b-3p	28
hsa-miR-30e-5p	711
hsa-miR-30e-3p	6
hsa-miR-26a-2-3p	1
hsa-miR-361-5p	105
hsa-miR-361-3p	86
hsa-miR-362-5p	7
hsa-miR-362-3p	2
hsa-miR-363-3p	515
hsa-miR-365b-5p	2
hsa-miR-376c-3p	3
hsa-miR-369-5p	1
hsa-miR-370-3p	29
hsa-miR-374a-5p	38
hsa-miR-374a-3p	2
hsa-miR-375-3p	39
hsa-miR-377-3p	5
hsa-miR-378a-5p	13
hsa-miR-378a-3p	506
hsa-miR-379-5p	3
hsa-miR-381-3p	41
hsa-miR-382-5p	60
hsa-miR-340-5p	25
hsa-miR-330-5p	3
hsa-miR-330-3p	1
hsa-miR-328-3p	127
hsa-miR-342-3p	579
hsa-miR-337-5p	13
hsa-miR-323a-3p	1
hsa-miR-326	3
hsa-miR-151a-5p	23
hsa-miR-151a-3p	435
hsa-miR-148b-3p	1247
hsa-miR-331-5p	2
hsa-miR-331-3p	6
hsa-miR-324-5p	105
hsa-miR-324-3p	45
hsa-miR-338-3p	17
hsa-miR-339-5p	137
hsa-miR-339-3p	55
hsa-miR-335-5p	44
hsa-miR-335-3p	2
hsa-miR-345-5p	38
hsa-miR-196b-5p	72
hsa-miR-423-5p	7535
hsa-miR-423-3p	322
hsa-miR-424-5p	75
hsa-miR-424-3p	2
hsa-miR-425-5p	2198
hsa-miR-425-3p	33
hsa-miR-18b-5p	5
hsa-miR-20b-5p	106
hsa-miR-429	3
hsa-miR-449a	1
hsa-miR-450a-1-3p	1
hsa-miR-431-5p	37
hsa-miR-431-3p	1
hsa-miR-433-3p	2
hsa-miR-451a	11652
hsa-miR-452-5p	2
hsa-miR-409-5p	2
hsa-miR-409-3p	32
hsa-miR-376b-3p	6
hsa-miR-483-5p	152
hsa-miR-483-3p	1
hsa-miR-484	638
hsa-miR-485-5p	1
hsa-miR-485-3p	7
hsa-miR-486-5p	42492
hsa-miR-486-3p	49
hsa-miR-490-5p	1
hsa-miR-491-5p	15
hsa-miR-146b-5p	31
hsa-miR-146b-3p	10
hsa-miR-202-5p	1
hsa-miR-493-3p	4
hsa-miR-432-5p	23
hsa-miR-193b-5p	16
hsa-miR-193b-3p	1
hsa-miR-497-5p	4
hsa-miR-497-3p	2
hsa-miR-181d-5p	4
hsa-miR-512-3p	1
hsa-miR-517c-3p	1
hsa-miR-499a-5p	1
hsa-miR-500a-5p	1
hsa-miR-500a-3p	6
hsa-miR-501-5p	1
hsa-miR-501-3p	57
hsa-miR-502-3p	14
hsa-miR-450a-2-3p	1
hsa-miR-503-5p	5
hsa-miR-504-5p	1
hsa-miR-505-5p	4
hsa-miR-505-3p	14
hsa-miR-532-5p	143
hsa-miR-532-3p	41
hsa-miR-545-5p	1
hsa-miR-545-3p	1
hsa-miR-551a	2
hsa-miR-92b-5p	10
hsa-miR-92b-3p	12
hsa-miR-561-5p	1
hsa-miR-570-3p	1
hsa-miR-574-5p	1
hsa-miR-574-3p	22
hsa-miR-576-5p	31
hsa-miR-576-3p	6
hsa-miR-579-3p	3
hsa-miR-582-3p	4
hsa-miR-584-5p	194
hsa-miR-548a-3p	5
hsa-miR-589-5p	11
hsa-miR-589-3p	3
hsa-miR-550a-5p	1
hsa-miR-550a-3p	27
hsa-miR-590-5p	2
hsa-miR-590-3p	2
hsa-miR-598-3p	6
hsa-miR-615-3p	2
hsa-miR-624-5p	1
hsa-miR-625-5p	2
hsa-miR-625-3p	21
hsa-miR-627-5p	16
hsa-miR-628-5p	1
hsa-miR-629-5p	116
hsa-miR-33b-5p	5
hsa-miR-636	19
hsa-miR-642a-5p	3
hsa-miR-643	2
hsa-miR-651-5p	4
hsa-miR-652-3p	32
hsa-miR-653-3p	1
hsa-miR-411-5p	5
hsa-miR-654-3p	6
hsa-miR-660-5p	149
hsa-miR-421	27
hsa-miR-542-5p	5
hsa-miR-542-3p	6
hsa-miR-758-3p	1
hsa-miR-671-5p	6
hsa-miR-671-3p	2
hsa-miR-1224-5p	1
hsa-miR-320b	42
hsa-miR-320c	1
hsa-miR-1296-5p	1
hsa-miR-1468-5p	1
hsa-miR-1301-3p	7
hsa-miR-454-5p	2
hsa-miR-454-3p	6
hsa-miR-769-5p	52
hsa-miR-769-3p	10
hsa-miR-766-3p	4
hsa-miR-1185-1-3p	2
hsa-miR-1298-5p	2
hsa-miR-450b-5p	5
hsa-miR-874-5p	2
hsa-miR-874-3p	21
hsa-miR-889-3p	1
hsa-miR-708-5p	2
hsa-miR-190b-5p	19
hsa-miR-744-5p	191
hsa-miR-885-5p	1
hsa-miR-885-3p	1
hsa-miR-887-3p	4
hsa-miR-665	1
hsa-miR-873-5p	1
hsa-miR-374b-5p	1
hsa-miR-301b-5p	1
hsa-miR-301b-3p	1
hsa-miR-208b-3p	2
hsa-miR-941	37
hsa-miR-942-5p	20
hsa-miR-1179	2
hsa-miR-1180-3p	117
hsa-miR-1225-5p	1
hsa-miR-1226-3p	3
hsa-miR-1228-5p	1
hsa-miR-1228-3p	1
hsa-miR-548e-5p	1
hsa-miR-548e-3p	2
hsa-miR-548j-5p	8
hsa-miR-548j-3p	1
hsa-miR-1285-3p	3
hsa-miR-1287-5p	34
hsa-miR-548k	2
hsa-miR-1294	15
hsa-miR-1303	1
hsa-miR-1246	2
hsa-miR-1247-5p	1
hsa-miR-1250-5p	1
hsa-miR-548n	1
hsa-miR-548o-3p	2
hsa-miR-1270	1
hsa-miR-1277-5p	18
hsa-miR-1277-3p	14
hsa-miR-1284	3
hsa-miR-1292-5p	5
hsa-miR-1255b-5p	15
hsa-miR-664a-5p	8
hsa-miR-1306-5p	32
hsa-miR-1307-5p	58
hsa-miR-1307-3p	157
hsa-miR-1537-5p	1
hsa-miR-1537-3p	4
hsa-miR-320d	1
hsa-miR-1908-5p	27
hsa-miR-1913	1
hsa-miR-1976	3
hsa-miR-2110	58
hsa-miR-2115-5p	2
hsa-miR-2116-3p	1
hsa-miR-548q	3
hsa-miR-2278	3
hsa-miR-3127-5p	1
hsa-miR-3140-3p	1
hsa-miR-1273c	1
hsa-miR-3150a-3p	1
hsa-miR-3157-5p	4
hsa-miR-3158-3p	30
hsa-miR-3173-5p	4
hsa-miR-323b-3p	4
hsa-miR-3177-3p	3
hsa-miR-3180-3p	3
hsa-miR-3065-5p	3
hsa-miR-3187-3p	2
hsa-miR-3200-5p	3
hsa-miR-3200-3p	5
hsa-miR-378c	5
hsa-miR-2355-3p	3
hsa-miR-3605-5p	1
hsa-miR-3605-3p	1
hsa-miR-3611	1
hsa-miR-3613-5p	46
hsa-miR-3615	153
hsa-miR-3617-5p	1
hsa-miR-23c	1
hsa-miR-3657	2
hsa-miR-3667-5p	18
hsa-miR-3667-3p	1
hsa-miR-3679-5p	1
hsa-miR-3682-3p	1
hsa-miR-3688-3p	7
hsa-miR-3909	1
hsa-miR-3913-5p	8
hsa-miR-3150b-3p	1
hsa-miR-676-3p	1
hsa-miR-3928-3p	4
hsa-miR-3940-5p	1
hsa-miR-3940-3p	2
hsa-miR-3942-5p	1
hsa-miR-378f	1
hsa-miR-378g	1
hsa-miR-4446-3p	2
hsa-miR-4479	1
hsa-miR-4489	2
hsa-miR-4504	1
hsa-miR-378i	3
hsa-miR-4646-3p	1
hsa-miR-4659a-3p	1
hsa-miR-4665-5p	2
hsa-miR-4668-5p	2
hsa-miR-4669	2
hsa-miR-4685-3p	4
hsa-miR-4687-3p	1
hsa-miR-1343-5p	1
hsa-miR-1343-3p	2
hsa-miR-4707-5p	1
hsa-miR-4707-3p	1
hsa-miR-4714-3p	4
hsa-miR-4715-5p	1
hsa-miR-4739	1
