gene	count
hsa-miR-532-5p	20
hsa-miR-532-3p	3
hsa-miR-92b-5p	6
hsa-miR-574-3p	1
hsa-miR-576-3p	4
hsa-miR-579-5p	1
hsa-miR-579-3p	1
hsa-miR-580-5p	1
hsa-miR-584-5p	19
hsa-miR-548a-3p	2
hsa-miR-548b-3p	1
hsa-miR-589-5p	3
hsa-miR-589-3p	1
hsa-miR-550a-3p	3
hsa-miR-597-5p	1
hsa-miR-625-3p	1
hsa-miR-627-5p	4
hsa-miR-629-5p	31
hsa-miR-33b-5p	3
hsa-miR-636	7
hsa-miR-652-3p	3
hsa-miR-660-5p	29
hsa-miR-421	2
hsa-miR-542-3p	2
hsa-miR-671-5p	13
hsa-miR-671-3p	2
hsa-miR-320b	18
hsa-miR-320c	3
hsa-miR-1301-3p	1
hsa-miR-454-3p	1
hsa-miR-769-5p	33
hsa-miR-769-3p	5
hsa-miR-378d	1
hsa-miR-874-3p	1
hsa-miR-190b-5p	5
hsa-miR-744-5p	63
hsa-miR-885-3p	1
hsa-miR-877-5p	1
hsa-miR-887-3p	2
hsa-miR-873-5p	1
hsa-miR-760	1
hsa-miR-301b-3p	1
hsa-miR-939-5p	4
hsa-miR-941	15
hsa-miR-942-5p	2
hsa-miR-1180-3p	54
hsa-miR-1228-3p	2
hsa-miR-1229-3p	1
hsa-miR-548e-5p	3
hsa-miR-548j-5p	2
hsa-miR-1285-3p	1
hsa-miR-1287-5p	8
hsa-miR-1294	2
hsa-miR-1247-5p	2
hsa-miR-1249-3p	1
hsa-miR-1250-5p	3
hsa-miR-1277-3p	2
hsa-miR-1292-5p	1
hsa-miR-1255b-5p	6
hsa-miR-664a-5p	1
hsa-miR-1306-5p	2
hsa-miR-1307-5p	6
hsa-miR-1307-3p	104
hsa-miR-320d	2
hsa-miR-1908-5p	17
hsa-miR-2110	24
hsa-miR-548q	1
hsa-miR-3158-3p	11
hsa-miR-3173-5p	1
hsa-miR-3180-3p	3
hsa-miR-3187-3p	3
hsa-miR-2355-3p	1
hsa-miR-3605-3p	1
hsa-miR-3611	1
hsa-miR-3613-5p	5
hsa-miR-3613-3p	1
hsa-miR-3615	37
hsa-miR-3667-5p	2
hsa-miR-3682-3p	1
hsa-miR-3913-5p	6
hsa-miR-3928-3p	2
hsa-miR-4425	3
hsa-miR-4645-3p	1
hsa-miR-4660	1
hsa-miR-4668-5p	1
hsa-miR-4691-3p	1
