gene	count
hsa-miR-431-5p	1
hsa-miR-451a	235
hsa-miR-452-5p	1
hsa-miR-409-3p	2
hsa-miR-483-5p	199
hsa-miR-484	21
hsa-miR-486-5p	998
hsa-miR-486-3p	22
hsa-miR-490-5p	1
hsa-miR-491-5p	3
hsa-miR-193b-5p	5
hsa-miR-497-5p	1
hsa-miR-501-3p	7
hsa-miR-502-3p	4
hsa-miR-532-5p	3
hsa-miR-532-3p	2
hsa-miR-545-3p	3
hsa-miR-551a	1
hsa-miR-92b-5p	1
hsa-miR-574-3p	2
hsa-miR-576-3p	4
hsa-miR-579-5p	1
hsa-miR-584-5p	4
hsa-miR-589-5p	1
hsa-miR-550a-3p	1
hsa-miR-627-5p	10
hsa-miR-629-5p	8
hsa-miR-33b-5p	3
hsa-miR-636	2
hsa-miR-652-3p	9
hsa-miR-660-5p	3
hsa-miR-660-3p	1
hsa-miR-671-5p	8
hsa-miR-320b	19
hsa-miR-454-3p	1
hsa-miR-769-5p	62
hsa-miR-769-3p	11
hsa-miR-874-3p	9
hsa-miR-876-5p	1
hsa-miR-147b-3p	1
hsa-miR-744-5p	11
hsa-miR-887-3p	4
hsa-miR-941	4
hsa-miR-1180-3p	48
hsa-miR-1228-5p	18
hsa-miR-1228-3p	4
hsa-miR-1287-5p	9
hsa-miR-1299	1
hsa-miR-1250-5p	2
hsa-miR-1292-5p	4
hsa-miR-664a-5p	1
hsa-miR-1306-5p	1
hsa-miR-1307-5p	22
hsa-miR-1307-3p	101
hsa-miR-1537-3p	1
hsa-miR-1908-5p	9
hsa-miR-2110	19
hsa-miR-2276-3p	1
hsa-miR-3130-3p	2
hsa-miR-3158-3p	6
hsa-miR-3187-3p	1
hsa-miR-378c	4
hsa-miR-2355-3p	3
hsa-miR-3613-5p	2
hsa-miR-3613-3p	3
hsa-miR-3615	16
hsa-miR-3667-5p	1
hsa-miR-3913-5p	2
hsa-miR-3928-3p	1
hsa-miR-1268b	1
hsa-miR-378g	2
hsa-miR-4466	1
hsa-miR-378i	2
hsa-miR-3960	1
hsa-miR-4665-5p	3
hsa-miR-4668-5p	1
hsa-miR-4685-3p	2
