gene	count
hsa-miR-30c-2-3p	2
hsa-miR-30d-5p	7583
hsa-miR-30d-3p	29
hsa-miR-139-5p	68
hsa-miR-139-3p	549
hsa-miR-7-5p	1617
hsa-miR-7-1-3p	13
hsa-miR-10a-5p	445
hsa-miR-10a-3p	14
hsa-miR-10b-5p	347
hsa-miR-10b-3p	24
hsa-miR-34a-5p	253
hsa-miR-181a-5p	3427
hsa-miR-181a-2-3p	224
hsa-miR-181b-5p	243
hsa-miR-181c-5p	17
hsa-miR-181c-3p	16
hsa-miR-182-5p	969
hsa-miR-183-5p	266
hsa-miR-183-3p	3
hsa-miR-187-3p	3
hsa-miR-199b-5p	21
hsa-miR-203a-3p	4
hsa-miR-204-5p	6
hsa-miR-204-3p	8
hsa-miR-205-5p	167
hsa-miR-210-3p	262
hsa-miR-211-5p	8
hsa-miR-211-3p	1
hsa-miR-181a-3p	145
hsa-miR-214-5p	4
hsa-miR-214-3p	5
hsa-miR-215-5p	29
hsa-miR-215-3p	1
hsa-miR-216a-5p	5
hsa-miR-217-5p	7
hsa-miR-218-5p	2
hsa-miR-219a-5p	1
hsa-miR-221-5p	3
hsa-miR-221-3p	23584
hsa-miR-222-3p	594
hsa-miR-223-5p	52
hsa-miR-223-3p	26589
hsa-miR-224-5p	401
hsa-miR-224-3p	1
hsa-miR-200b-5p	1
hsa-miR-200b-3p	22
hsa-let-7g-5p	5837
hsa-let-7g-3p	9
hsa-let-7i-5p	50108
hsa-let-7i-3p	90
hsa-miR-1-3p	37
hsa-miR-15b-5p	1931
hsa-miR-15b-3p	267
hsa-miR-23b-5p	13
hsa-miR-23b-3p	466
hsa-miR-27b-5p	3
hsa-miR-27b-3p	1841
hsa-miR-30b-5p	162
hsa-miR-30b-3p	2
hsa-miR-122-5p	66575
hsa-miR-122-3p	4
hsa-miR-124-3p	1
hsa-miR-125b-5p	1846
hsa-miR-125b-1-3p	2
hsa-miR-128-1-5p	10
hsa-miR-128-3p	1693
hsa-miR-130a-5p	2
hsa-miR-130a-3p	730
hsa-miR-132-5p	15
hsa-miR-132-3p	19
hsa-miR-133a-3p	26
hsa-miR-135a-5p	4
hsa-miR-138-5p	3
hsa-miR-140-5p	706
hsa-miR-140-3p	440
hsa-miR-141-3p	165
hsa-miR-142-5p	6509
hsa-miR-142-3p	53061
hsa-miR-143-5p	144
hsa-miR-143-3p	5931
hsa-miR-144-5p	158
hsa-miR-144-3p	7080
hsa-miR-145-5p	306
hsa-miR-145-3p	15
hsa-miR-152-3p	281
hsa-miR-153-3p	2
hsa-miR-191-5p	17684
hsa-miR-191-3p	126
hsa-miR-9-5p	11
hsa-miR-9-3p	6
hsa-miR-125a-5p	5664
hsa-miR-125a-3p	17
hsa-miR-125b-2-3p	8
hsa-miR-126-5p	11767
hsa-miR-126-3p	49136
hsa-miR-127-5p	6
hsa-miR-127-3p	1618
hsa-miR-134-5p	2052
hsa-miR-136-5p	211
hsa-miR-136-3p	160
hsa-miR-146a-5p	37595
hsa-miR-149-5p	4
hsa-miR-150-5p	1946
hsa-miR-150-3p	14
hsa-miR-154-5p	31
hsa-miR-154-3p	2
hsa-miR-185-5p	19227
hsa-miR-185-3p	760
hsa-miR-186-5p	5144
hsa-miR-186-3p	24
hsa-miR-188-5p	6
hsa-miR-190a-5p	528
hsa-miR-193a-5p	701
hsa-miR-193a-3p	1
hsa-miR-194-5p	697
hsa-miR-195-5p	8
hsa-miR-206	20
hsa-miR-320a-3p	17281
hsa-miR-200c-3p	50
hsa-miR-155-5p	327
hsa-miR-106b-5p	472
hsa-miR-106b-3p	3070
hsa-miR-29c-5p	127
hsa-miR-29c-3p	4194
hsa-miR-30c-1-3p	20
hsa-miR-200a-3p	52
hsa-miR-101-2-5p	8
hsa-miR-219a-2-3p	1
hsa-miR-34c-5p	3
hsa-miR-34c-3p	2
hsa-miR-299-5p	2
hsa-miR-299-3p	8
hsa-miR-301a-5p	9
hsa-miR-301a-3p	345
hsa-miR-99b-5p	640
hsa-miR-99b-3p	26
hsa-miR-296-5p	149
hsa-miR-296-3p	3
hsa-miR-130b-5p	24
hsa-miR-130b-3p	145
hsa-miR-30e-5p	2600
hsa-miR-30e-3p	148
hsa-miR-26a-2-3p	2
hsa-miR-361-5p	1563
hsa-miR-361-3p	419
hsa-miR-362-5p	57
hsa-miR-362-3p	1
hsa-miR-363-3p	2281
hsa-miR-365a-5p	1
hsa-miR-365b-5p	1
hsa-miR-376c-3p	91
hsa-miR-369-5p	74
hsa-miR-369-3p	72
hsa-miR-370-5p	1
hsa-miR-370-3p	594
hsa-miR-374a-5p	520
hsa-miR-374a-3p	25
hsa-miR-375-3p	237
hsa-miR-376a-5p	3
hsa-miR-376a-3p	28
hsa-miR-377-5p	1
hsa-miR-377-3p	135
hsa-miR-378a-5p	53
hsa-miR-378a-3p	1645
hsa-miR-379-5p	217
hsa-miR-379-3p	1
hsa-miR-381-3p	744
hsa-miR-382-5p	2267
hsa-miR-382-3p	1
hsa-miR-340-5p	533
hsa-miR-340-3p	6
hsa-miR-330-5p	22
hsa-miR-330-3p	20
hsa-miR-328-3p	2623
hsa-miR-342-5p	1
hsa-miR-342-3p	2719
hsa-miR-337-5p	204
hsa-miR-337-3p	9
hsa-miR-323a-5p	2
hsa-miR-323a-3p	17
hsa-miR-326	35
hsa-miR-151a-5p	235
hsa-miR-151a-3p	12299
hsa-miR-148b-3p	7437
hsa-miR-331-5p	1
hsa-miR-331-3p	59
hsa-miR-324-5p	443
hsa-miR-324-3p	267
hsa-miR-338-3p	140
hsa-miR-339-5p	1724
hsa-miR-339-3p	341
hsa-miR-335-5p	741
hsa-miR-335-3p	88
hsa-miR-345-5p	107
hsa-miR-345-3p	1
hsa-miR-196b-5p	456
hsa-miR-423-5p	31116
hsa-miR-423-3p	5237
hsa-miR-424-5p	135
hsa-miR-424-3p	10
hsa-miR-425-5p	12252
hsa-miR-425-3p	565
hsa-miR-18b-5p	27
hsa-miR-20b-5p	736
hsa-miR-429	12
hsa-miR-449a	1
hsa-miR-450a-5p	2
hsa-miR-450a-1-3p	7
hsa-miR-431-5p	1110
hsa-miR-431-3p	9
hsa-miR-433-3p	11
hsa-miR-329-5p	5
hsa-miR-329-3p	34
hsa-miR-451a	40272
hsa-miR-452-5p	1
hsa-miR-409-5p	38
hsa-miR-409-3p	1176
hsa-miR-412-5p	2
hsa-miR-410-5p	2
hsa-miR-410-3p	2
hsa-miR-376b-5p	2
hsa-miR-376b-3p	28
hsa-miR-483-5p	934
hsa-miR-483-3p	60
hsa-miR-484	3099
hsa-miR-485-5p	38
hsa-miR-485-3p	469
hsa-miR-486-5p	182248
hsa-miR-486-3p	273
hsa-miR-487a-5p	4
hsa-miR-489-3p	1
hsa-miR-491-5p	180
hsa-miR-511-5p	1
hsa-miR-146b-5p	323
hsa-miR-146b-3p	36
hsa-miR-493-5p	35
hsa-miR-493-3p	172
hsa-miR-432-5p	671
hsa-miR-494-5p	1
hsa-miR-494-3p	3
hsa-miR-495-5p	1
hsa-miR-495-3p	10
hsa-miR-496	7
hsa-miR-193b-5p	57
hsa-miR-193b-3p	1
hsa-miR-497-5p	16
hsa-miR-497-3p	2
hsa-miR-181d-5p	44
hsa-miR-512-3p	2
hsa-miR-526b-5p	1
hsa-miR-518c-3p	1
hsa-miR-516a-5p	1
hsa-miR-499a-5p	16
hsa-miR-500a-5p	13
hsa-miR-500a-3p	98
hsa-miR-501-5p	13
hsa-miR-501-3p	448
hsa-miR-502-3p	131
hsa-miR-503-5p	39
hsa-miR-503-3p	1
hsa-miR-504-5p	8
hsa-miR-505-5p	7
hsa-miR-505-3p	62
hsa-miR-532-5p	787
hsa-miR-532-3p	151
hsa-miR-455-5p	1
hsa-miR-539-3p	14
hsa-miR-544a	1
hsa-miR-545-5p	4
hsa-miR-545-3p	12
hsa-miR-487b-5p	5
hsa-miR-487b-3p	55
hsa-miR-551a	2
hsa-miR-92b-5p	58
hsa-miR-92b-3p	106
hsa-miR-556-5p	3
hsa-miR-556-3p	6
hsa-miR-561-5p	3
hsa-miR-570-3p	6
hsa-miR-574-5p	6
hsa-miR-574-3p	227
hsa-miR-576-5p	235
hsa-miR-576-3p	30
hsa-miR-579-5p	8
hsa-miR-579-3p	2
hsa-miR-580-3p	6
hsa-miR-581	1
hsa-miR-582-5p	1
hsa-miR-582-3p	9
hsa-miR-584-5p	4060
hsa-miR-548a-3p	41
hsa-miR-548b-5p	1
hsa-miR-548b-3p	2
hsa-miR-589-5p	104
hsa-miR-589-3p	16
hsa-miR-550a-5p	4
hsa-miR-550a-3p	52
hsa-miR-590-5p	11
hsa-miR-590-3p	17
hsa-miR-598-3p	67
hsa-miR-548a-5p	4
hsa-miR-610	2
hsa-miR-615-3p	1
hsa-miR-616-3p	4
hsa-miR-619-5p	1
hsa-miR-624-5p	3
hsa-miR-625-5p	41
hsa-miR-625-3p	280
hsa-miR-627-5p	17
hsa-miR-627-3p	1
hsa-miR-628-5p	39
hsa-miR-628-3p	20
hsa-miR-629-5p	439
hsa-miR-33b-5p	17
hsa-miR-636	31
hsa-miR-641	3
hsa-miR-642a-5p	7
hsa-miR-642a-3p	2
hsa-miR-651-5p	44
hsa-miR-652-5p	1
hsa-miR-652-3p	394
hsa-miR-548d-5p	5
hsa-miR-548d-3p	1
hsa-miR-411-5p	37
hsa-miR-654-5p	1
hsa-miR-654-3p	272
hsa-miR-655-3p	4
hsa-miR-659-5p	8
hsa-miR-660-5p	264
hsa-miR-660-3p	2
hsa-miR-421	145
hsa-miR-542-5p	31
hsa-miR-542-3p	20
hsa-miR-758-3p	14
hsa-miR-671-5p	31
hsa-miR-671-3p	86
hsa-miR-668-3p	2
hsa-miR-1224-5p	1
hsa-miR-320b	157
hsa-miR-320c	27
hsa-miR-1296-5p	47
hsa-miR-1468-5p	5
hsa-miR-1323	1
hsa-miR-1271-5p	6
hsa-miR-1301-3p	137
hsa-miR-454-5p	37
hsa-miR-454-3p	277
hsa-miR-1185-5p	1
hsa-miR-1185-2-3p	1
hsa-miR-449c-5p	3
hsa-miR-1283	1
hsa-miR-769-5p	478
hsa-miR-769-3p	67
hsa-miR-766-5p	10
hsa-miR-766-3p	69
hsa-miR-378d	2
hsa-miR-1185-1-3p	21
hsa-miR-1298-5p	1
hsa-miR-675-5p	1
hsa-miR-891a-5p	1
hsa-miR-450b-5p	14
hsa-miR-874-5p	4
hsa-miR-874-3p	77
hsa-miR-889-3p	10
hsa-miR-708-5p	1
hsa-miR-147b-3p	6
hsa-miR-190b-5p	44
hsa-miR-744-5p	4487
hsa-miR-885-5p	12
hsa-miR-885-3p	7
hsa-miR-877-5p	3
hsa-miR-877-3p	4
hsa-miR-887-3p	4
hsa-miR-665	1
hsa-miR-873-5p	3
hsa-miR-873-3p	1
hsa-miR-543	25
hsa-miR-374b-5p	113
hsa-miR-374b-3p	5
hsa-miR-760	5
hsa-miR-301b-5p	1
hsa-miR-301b-3p	11
hsa-miR-208b-3p	8
hsa-miR-934	1
hsa-miR-937-3p	1
hsa-miR-939-5p	6
hsa-miR-941	298
hsa-miR-942-5p	147
hsa-miR-1179	5
hsa-miR-1180-5p	1
hsa-miR-1180-3p	583
hsa-miR-1225-5p	3
hsa-miR-1226-3p	8
hsa-miR-1228-5p	11
hsa-miR-1228-3p	3
hsa-miR-1229-3p	7
hsa-miR-1234-3p	6
hsa-miR-1237-3p	3
hsa-miR-548e-5p	23
hsa-miR-548e-3p	15
hsa-miR-548j-5p	200
hsa-miR-548j-3p	1
hsa-miR-1285-5p	2
hsa-miR-1285-3p	15
hsa-miR-1287-5p	424
hsa-miR-1289	1
hsa-miR-548k	15
hsa-miR-1294	90
hsa-miR-1299	263
hsa-miR-548l	13
hsa-miR-1303	22
hsa-miR-1246	5
hsa-miR-1247-5p	13
hsa-miR-1249-3p	22
hsa-miR-1250-5p	48
hsa-miR-1251-5p	2
hsa-miR-1255a	3
hsa-miR-548n	2
hsa-miR-548o-3p	1
hsa-miR-1270	28
hsa-miR-1277-5p	171
hsa-miR-1277-3p	51
hsa-miR-548i	1
hsa-miR-1278	1
hsa-miR-1284	4
hsa-miR-1288-3p	1
hsa-miR-1292-5p	35
hsa-miR-1255b-5p	87
hsa-miR-664a-5p	209
hsa-miR-664a-3p	13
hsa-miR-1306-5p	323
hsa-miR-1307-5p	115
hsa-miR-1307-3p	1173
hsa-miR-1537-3p	11
hsa-miR-1538	5
hsa-miR-320d	35
hsa-miR-1908-5p	202
hsa-miR-1914-5p	3
hsa-miR-1914-3p	1
hsa-miR-1976	8
hsa-miR-2110	237
hsa-miR-2114-5p	1
hsa-miR-548q	7
hsa-miR-2276-3p	15
hsa-miR-2277-5p	10
hsa-miR-2278	1
hsa-miR-3117-3p	2
hsa-miR-3120-3p	4
hsa-miR-3124-5p	15
hsa-miR-3127-5p	4
hsa-miR-3130-5p	4
hsa-miR-3130-3p	1
hsa-miR-3131	2
hsa-miR-3132	1
hsa-miR-378b	1
hsa-miR-3135a	3
hsa-miR-3137	1
hsa-miR-3138	2
hsa-miR-3139	2
hsa-miR-3140-3p	5
hsa-miR-548t-5p	2
hsa-miR-3143	3
hsa-miR-548T	2
hsa-miR-3145-3p	2
hsa-miR-1273c	5
hsa-miR-3150a-3p	12
hsa-miR-3074-5p	7
hsa-miR-3157-5p	6
hsa-miR-3158-3p	85
hsa-miR-3164	4
hsa-miR-3165	1
hsa-miR-1260b	4
hsa-miR-3173-5p	22
hsa-miR-323b-3p	121
hsa-miR-3175	3
hsa-miR-3177-3p	9
hsa-miR-3180-5p	1
hsa-miR-3180-3p	1
hsa-miR-548w	1
hsa-miR-3183	5
hsa-miR-3065-5p	23
hsa-miR-3065-3p	6
hsa-miR-3187-5p	2
hsa-miR-3187-3p	34
hsa-miR-3188	1
hsa-miR-3191-3p	1
hsa-miR-3192-5p	2
hsa-miR-3194-3p	6
hsa-miR-3198	7
hsa-miR-3199	2
hsa-miR-3200-5p	7
hsa-miR-3200-3p	24
hsa-miR-3202	2
hsa-miR-378c	8
hsa-miR-2355-5p	1
hsa-miR-2355-3p	112
hsa-miR-3605-5p	1
hsa-miR-3605-3p	26
hsa-miR-3611	14
hsa-miR-3613-5p	1108
hsa-miR-3613-3p	31
hsa-miR-3614-5p	1
hsa-miR-3615	555
hsa-miR-3617-5p	1
hsa-miR-3620-5p	4
hsa-miR-3620-3p	3
hsa-miR-3648	2
hsa-miR-3657	5
hsa-miR-3661	2
hsa-miR-3667-5p	4
hsa-miR-3667-3p	2
hsa-miR-3675-5p	5
hsa-miR-3675-3p	1
hsa-miR-3677-3p	2
hsa-miR-3679-5p	2
hsa-miR-3688-3p	37
hsa-miR-3691-3p	2
hsa-miR-3911	4
hsa-miR-3913-5p	57
hsa-miR-3150b-3p	6
hsa-miR-3928-3p	32
hsa-miR-3939	1
hsa-miR-3940-3p	22
hsa-miR-3942-5p	3
hsa-miR-378g	2
hsa-miR-4433a-5p	3
hsa-miR-4435	4
hsa-miR-4440	1
hsa-miR-4446-5p	2
hsa-miR-4446-3p	25
hsa-miR-4467	1
hsa-miR-4469	1
hsa-miR-4474-3p	2
hsa-miR-4479	7
hsa-miR-4488	1
hsa-miR-4504	1
hsa-miR-4511	1
hsa-miR-4521	1
hsa-miR-4526	4
hsa-miR-378i	7
hsa-miR-4632-3p	1
hsa-miR-4635	2
hsa-miR-4636	1
hsa-miR-4638-5p	4
hsa-miR-4638-3p	1
hsa-miR-4642	3
hsa-miR-4645-3p	1
hsa-miR-4646-3p	1
hsa-miR-4654	3
hsa-miR-4657	1
hsa-miR-4659a-3p	1
hsa-miR-4660	4
hsa-miR-4662a-5p	3
hsa-miR-4659b-3p	3
hsa-miR-4664-5p	1
hsa-miR-4665-5p	17
hsa-miR-4667-5p	1
hsa-miR-4668-5p	7
hsa-miR-219b-5p	4
hsa-miR-219b-3p	1
hsa-miR-4672	1
hsa-miR-4673	2
hsa-miR-4676-3p	2
hsa-miR-4677-5p	1
hsa-miR-4677-3p	15
hsa-miR-4683	2
hsa-miR-4685-3p	28
hsa-miR-4686	3
hsa-miR-4687-5p	1
hsa-miR-4687-3p	1
hsa-miR-1343-3p	17
hsa-miR-4688	2
hsa-miR-4697-3p	1
hsa-miR-4707-5p	3
hsa-miR-4707-3p	4
hsa-miR-4709-3p	1
hsa-miR-4714-3p	1
hsa-miR-4716-3p	1
hsa-miR-3529-5p	1
hsa-miR-4717-3p	2
hsa-miR-4722-5p	1
hsa-miR-4753-5p	3
